Effective date ,S&P GSCI Gold 12 Month Forward
1/29/2021,135.28
2/1/2021,136.15
2/2/2021,134.09
2/3/2021,134.23
2/4/2021,131.02
2/5/2021,132.63
2/8/2021,134.04
2/9/2021,134.32
2/10/2021,134.7
2/11/2021,133.55
2/12/2021,133.25
2/16/2021,131.51
2/17/2021,129.59
2/18/2021,129.72
2/19/2021,129.89
2/22/2021,132.08
2/23/2021,131.89
2/24/2021,131.35
2/25/2021,129.89
2/26/2021,126.59
3/1/2021,126.13
3/2/2021,126.91
3/3/2021,125.63
3/4/2021,124.54
3/5/2021,124.47
3/8/2021,122.94
3/9/2021,125.76
3/10/2021,126.08
3/11/2021,126.1
3/12/2021,125.81
3/15/2021,126.51
3/16/2021,126.63
3/17/2021,126.32
3/18/2021,126.75
3/19/2021,127.42
3/22/2021,127.19
3/23/2021,126.25
3/24/2021,126.81
3/25/2021,126.22
3/26/2021,126.74
3/29/2021,125.3
3/30/2021,123.23
3/31/2021,125.38
4/1/2021,126.29
4/5/2021,126.35
4/6/2021,127.36
4/7/2021,127.25
4/8/2021,128.49
4/9/2021,127.52
4/12/2021,126.66
4/13/2021,127.75
4/14/2021,126.95
4/15/2021,129.18
4/16/2021,130.14
4/19/2021,129.45
4/20/2021,130.02
4/21/2021,131.11
4/22/2021,130.29
4/23/2021,129.95
4/26/2021,130.14
4/27/2021,130.05
4/28/2021,129.69
4/29/2021,129.26
4/30/2021,129.22
5/3/2021,130.97
5/4/2021,129.88
5/5/2021,130.49
5/6/2021,132.74
5/7/2021,133.9
5/10/2021,134.39
5/11/2021,134.29
5/12/2021,133.35
5/13/2021,133.48
5/14/2021,134.52
5/17/2021,136.58
5/18/2021,136.62
5/19/2021,137.59
5/20/2021,137.61
5/21/2021,137.25
5/24/2021,137.85
5/25/2021,138.88
5/26/2021,139.12
5/27/2021,138.8
5/28/2021,139.25
6/1/2021,139.25
6/2/2021,139.58
6/3/2021,136.92
6/4/2021,138.27
6/7/2021,138.75
6/8/2021,138.43
6/9/2021,138.5
6/10/2021,138.56
6/11/2021,137.31
6/14/2021,136.32
6/15/2021,135.64
6/16/2021,135.99
6/17/2021,129.7
6/18/2021,129.32
6/21/2021,130.32
6/22/2021,129.92
6/23/2021,130.37
6/24/2021,129.89
6/25/2021,129.96
6/28/2021,130.15
6/29/2021,128.9
6/30/2021,129.5
7/1/2021,129.88
7/2/2021,130.35
7/6/2021,131.13
7/7/2021,131.71
7/8/2021,131.61
7/9/2021,132.44
7/12/2021,132.14
7/13/2021,132.5
7/14/2021,133.65
7/15/2021,133.93
7/16/2021,132.92
7/19/2021,132.47
7/20/2021,132.6
7/21/2021,132.02
7/22/2021,132.18
7/23/2021,131.89
7/26/2021,131.72
7/27/2021,131.74
7/28/2021,131.8
7/29/2021,134.07
7/30/2021,132.71
8/2/2021,133.07
8/3/2021,132.52
8/4/2021,132.54
8/5/2021,132.18
8/6/2021,128.9
8/9/2021,126.24
8/10/2021,126.63
8/11/2021,128.22
8/12/2021,128.11
8/13/2021,129.98
8/16/2021,130.86
8/17/2021,130.64
8/18/2021,130.39
8/19/2021,130.27
8/20/2021,130.32
8/23/2021,131.93
8/24/2021,132.08
8/25/2021,130.8
8/26/2021,131.12
8/27/2021,132.89
8/30/2021,132.36
8/31/2021,132.79
9/1/2021,132.63
9/2/2021,132.28
9/3/2021,133.88
9/7/2021,131.33
9/8/2021,130.97
9/9/2021,131.44
9/10/2021,130.88
9/13/2021,131.04
9/14/2021,131.97
9/15/2021,131.07
9/16/2021,128.29
9/17/2021,127.88
9/20/2021,128.8
9/21/2021,129.86
9/22/2021,129.93
9/23/2021,127.8
9/24/2021,127.94
9/27/2021,127.96
9/28/2021,126.9
9/29/2021,125.83
9/30/2021,128.23
10/1/2021,128.36
10/4/2021,129.02
10/5/2021,128.57
10/6/2021,128.62
10/7/2021,128.49
10/8/2021,128.37
10/11/2021,128.26
10/12/2021,128.52
10/13/2021,131.15
10/14/2021,131.35
10/15/2021,129.2
10/18/2021,129.03
10/19/2021,129.39
10/20/2021,130.41
10/21/2021,130.21
10/22/2021,131.27
10/25/2021,132.01
10/26/2021,131.04
10/27/2021,131.44
10/28/2021,131.7
10/29/2021,130.35
11/1/2021,131.2
11/2/2021,130.73
11/3/2021,128.85
11/4/2021,131.02
11/5/2021,132.75
11/8/2021,133.61
11/9/2021,133.84
11/10/2021,135.19
11/11/2021,136.34
11/12/2021,136.67
11/15/2021,136.55
11/16/2021,135.67
11/17/2021,136.83
11/18/2021,136.19
11/19/2021,135.48
11/22/2021,132.23
11/23/2021,130.59
11/24/2021,130.65
11/26/2021,130.68
11/29/2021,130.54
11/30/2021,129.9
12/1/2021,130.51
12/2/2021,128.92
12/3/2021,130.45
12/6/2021,130.14
12/7/2021,130.55
12/8/2021,130.63
12/9/2021,130.02
12/10/2021,130.62
12/13/2021,130.94
12/14/2021,129.81
12/15/2021,129.24
12/16/2021,131.67
12/17/2021,132.14
12/20/2021,131.39
12/21/2021,131.02
12/22/2021,131.98
12/23/2021,132.67
12/27/2021,132.48
12/28/2021,132.63
12/29/2021,132.28
12/30/2021,132.9
12/31/2021,133.96
1/3/2022,131.87
1/4/2022,132.86
1/5/2022,133.59
1/6/2022,130.97
1/7/2022,131.61
1/10/2022,131.78
1/11/2022,133.23
1/12/2022,133.95
1/13/2022,133.58
1/14/2022,133.25
1/18/2022,133.06
1/19/2022,135.32
1/20/2022,135.29
1/21/2022,134.5
1/24/2022,135.24
1/25/2022,136.04
1/26/2022,134.38
1/27/2022,131.86
1/28/2022,131.31
1/31/2022,132.1
2/1/2022,132.46
2/2/2022,133.09
2/3/2022,132.69
2/4/2022,133.1
2/7/2022,134.07
2/8/2022,134.58
2/9/2022,135.22
2/10/2022,135.56
2/11/2022,136.02
2/14/2022,138.06
2/15/2022,137.04
2/16/2022,138.08
2/17/2022,140.23
2/18/2022,140.06
2/22/2022,140.56
2/23/2022,140.76
2/24/2022,141.81
2/25/2022,139.05
2/28/2022,139.91
3/1/2022,142.97
3/2/2022,141.54
3/3/2022,142.62
3/4/2022,144.82
3/7/2022,146.94
3/8/2022,150.45
3/9/2022,146.57
3/10/2022,147.71
3/11/2022,146.69
3/14/2022,144.97
3/15/2022,142.69
3/16/2022,141.24
3/17/2022,143.69
3/18/2022,142.68
3/21/2022,142.84
3/22/2022,142.47
3/23/2022,143.69
3/24/2022,145.8
3/25/2022,145.33
3/28/2022,144.35
3/29/2022,142.34
3/30/2022,143.82
3/31/2022,144.99
4/1/2022,142.83
4/4/2022,143.65
4/5/2022,143.28
4/6/2022,143.02
4/7/2022,144.09
4/8/2022,144.67
4/11/2022,144.91
4/12/2022,146.94
4/13/2022,147.58
4/14/2022,146.89
4/18/2022,147.8
4/19/2022,145.83
4/20/2022,145.6
4/21/2022,145.2
4/22/2022,144.26
4/25/2022,141.35
4/26/2022,141.92
4/27/2022,140.79
4/28/2022,141.02
4/29/2022,142.55
5/2/2022,139.12
5/3/2022,139.66
5/4/2022,139.6
5/5/2022,140.05
5/6/2022,140.7
5/9/2022,139.01
5/10/2022,137.85
5/11/2022,138.98
5/12/2022,137.01
5/13/2022,135.77
5/16/2022,136.18
5/17/2022,136.58
5/18/2022,136.38
5/19/2022,138.19
5/20/2022,138.21
5/23/2022,138.59
5/24/2022,139.84
5/25/2022,138.48
5/26/2022,138.56
5/27/2022,138.84
5/31/2022,138.24
6/1/2022,138.34
6/2/2022,140
6/3/2022,138.49
6/6/2022,138.09
6/7/2022,138.77
6/8/2022,139.07
6/9/2022,138.91
6/10/2022,140.84
6/13/2022,137.84
6/14/2022,136.67
6/15/2022,137.1
6/16/2022,139.37
6/17/2022,138.73
6/21/2022,138.65
6/22/2022,138.49
6/23/2022,137.8
6/24/2022,137.81
6/27/2022,137.51
6/28/2022,137.32
6/29/2022,137.02
6/30/2022,136.2
7/1/2022,135.65
7/5/2022,132.77
7/6/2022,130.73
7/7/2022,131
7/8/2022,131.58
7/11/2022,131.16
7/12/2022,130.94
7/13/2022,132.08
7/14/2022,130.27
7/15/2022,129.97
7/18/2022,130.38
7/19/2022,130.3
7/20/2022,129.49
7/21/2022,130.44
7/22/2022,131.4
7/25/2022,130.81
7/26/2022,130.64
7/27/2022,130.75
7/28/2022,132.98
7/29/2022,133.94
8/1/2022,134.43
8/2/2022,134.72
8/3/2022,133.94
8/4/2022,136.12
8/5/2022,135.11
8/8/2022,136.21
8/9/2022,136.76
8/10/2022,136.78
8/11/2022,136.34
8/12/2022,136.95
8/15/2022,135.69
8/16/2022,135.05
8/17/2022,134.13
8/18/2022,133.75
8/19/2022,133.16
8/22/2022,132.1
8/23/2022,133.07
8/24/2022,133.15
8/25/2022,133.91
8/26/2022,132.33
8/29/2022,132.36
8/30/2022,131.34
8/31/2022,130.6
9/1/2022,129.36
9/2/2022,130.33
9/6/2022,129.66
9/7/2022,130.74
9/8/2022,130.18
9/9/2022,130.84
9/12/2022,131.74
9/13/2022,130.22
9/14/2022,129.84
9/15/2022,127.51
9/16/2022,127.98
9/19/2022,127.62
9/20/2022,127.12
9/21/2022,127.47
9/22/2022,128.04
9/23/2022,126.25
9/26/2022,124.65
9/27/2022,124.81
9/28/2022,127.08
9/29/2022,126.98
9/30/2022,127.17
10/3/2022,129.31
10/4/2022,131.46
10/5/2022,130.8
10/6/2022,130.83
10/7/2022,130.21
10/10/2022,127.85
10/11/2022,128.6
10/12/2022,127.99
10/13/2022,128.06
10/14/2022,126.07
10/17/2022,127.12
10/18/2022,126.53
10/19/2022,124.96
10/20/2022,125.23
10/21/2022,126.62
10/24/2022,126.44
10/25/2022,126.74
10/26/2022,127.52
10/27/2022,127.26
10/28/2022,125.76
10/31/2022,125.5
11/1/2022,126.18
11/2/2022,126.48
11/3/2022,125.08
11/4/2022,128.5
11/7/2022,128.96
11/8/2022,131.71
11/9/2022,131.71
11/10/2022,134.78
11/11/2022,136.19
11/14/2022,136.81
11/15/2022,136.92
11/16/2022,136.86
11/17/2022,135.9
11/18/2022,135.34
11/21/2022,134.31
11/22/2022,134.37
11/23/2022,135.03
11/25/2022,135.45
11/28/2022,134.47
11/29/2022,135.01
11/30/2022,134.78
12/1/2022,138.69
12/2/2022,138.32
12/5/2022,136.28
12/6/2022,136.33
12/7/2022,137.42
12/8/2022,137.63
12/9/2022,138.3
12/12/2022,136.95
12/13/2022,139.33
12/14/2022,138.83
12/15/2022,136.6
12/16/2022,137.5
12/19/2022,137.33
12/20/2022,139.36
12/21/2022,139.37
12/22/2022,137.14
12/23/2022,137.82
12/27/2022,139.29
12/28/2022,138.74
12/29/2022,139.52
12/30/2022,139.55
1/3/2023,141.01
1/4/2023,142.02
1/5/2023,140.75
1/6/2023,142.84
1/9/2023,143.7
1/10/2023,144.05
1/11/2023,144.38
1/12/2023,145.93
1/13/2023,147.95
1/17/2023,147.09
1/18/2023,146.87
1/19/2023,148
1/20/2023,148.28
1/23/2023,148.36
1/24/2023,148.99
1/25/2023,149.51
1/26/2023,148.54
1/27/2023,148.47
1/30/2023,148.02
1/31/2023,148.45
2/1/2023,148.28
2/2/2023,147.4
2/3/2023,143.48
2/6/2023,143.67
2/7/2023,144.09
2/8/2023,144.56
2/9/2023,143.76
2/10/2023,143.47
2/13/2023,142.68
2/14/2023,142.88
2/15/2023,141.43
2/16/2023,141.88
2/17/2023,141.8
2/21/2023,141.3
2/22/2023,141.23
2/23/2023,140.18
2/24/2023,139.52
2/27/2023,140.01
2/28/2023,140.9
3/1/2023,141.66
3/2/2023,141.3
3/3/2023,142.37
3/6/2023,142.28
3/7/2023,140.38
3/8/2023,140.71
3/9/2023,142.18
3/10/2023,144.5
3/13/2023,147.43
3/14/2023,147.17
3/15/2023,147.78
3/16/2023,147.02
3/17/2023,150.89
3/20/2023,151.71
3/21/2023,149.09
3/22/2023,149.76
3/23/2023,152.93
3/24/2023,151.99
3/27/2023,150.12
3/28/2023,151.67
3/29/2023,151.22
3/30/2023,152.43
3/31/2023,151.63
4/3/2023,152.77
4/4/2023,155.37
4/5/2023,155.02
4/6/2023,154.4
4/10/2023,152.82
4/11/2023,154.14
4/12/2023,154.64
4/13/2023,156.87
4/14/2023,154.09
4/17/2023,153.44
4/18/2023,154.37
4/19/2023,153.49
4/20/2023,154.33
4/21/2023,152.25
4/24/2023,152.84
4/25/2023,153.14
4/26/2023,152.37
4/27/2023,152.7
4/28/2023,152.75
5/1/2023,152.37
5/2/2023,154.6
5/3/2023,155.63
5/4/2023,156.85
5/5/2023,154.83
5/8/2023,155.82
5/9/2023,156.74
5/10/2023,156.55
5/11/2023,155.53
5/12/2023,155.45
5/15/2023,155.69
5/16/2023,153.45
5/17/2023,152.86
5/18/2023,151.02
5/19/2023,152.61
5/22/2023,152.32
5/23/2023,152.18
5/24/2023,151.57
5/25/2023,150.12
5/26/2023,150.33
5/30/2023,151.35
5/31/2023,151.69
6/1/2023,152.67
6/2/2023,150.94
6/5/2023,151.4
6/6/2023,151.89
6/7/2023,150.22
6/8/2023,151.61
6/9/2023,151.53
6/12/2023,151.07
6/13/2023,150.25
6/14/2023,150.98
6/15/2023,151.2
6/16/2023,151.29
6/20/2023,149.83
6/21/2023,149.6
6/22/2023,148.12
6/23/2023,148.42
6/26/2023,148.73
6/27/2023,147.98
6/28/2023,147.84
6/29/2023,147.62
6/30/2023,148.45
7/3/2023,148.47
7/5/2023,148.29
7/6/2023,147.46
7/7/2023,148.72
7/10/2023,149.17
7/11/2023,150.1
7/12/2023,152.25
7/13/2023,152.83
7/14/2023,153.32
7/17/2023,152.72
7/18/2023,154.42
7/19/2023,154.51
7/20/2023,153.79
7/21/2023,153.51
7/24/2023,153.19
7/25/2023,153.41
7/26/2023,153.94
7/27/2023,152.23
7/28/2023,153.28
7/31/2023,153.91
8/1/2023,151.76
8/2/2023,151.51
8/3/2023,151.12
8/4/2023,151.68
8/7/2023,151.19
8/8/2023,150.51
8/9/2023,149.82
8/10/2023,149.67
8/11/2023,149.49
8/14/2023,149.24
8/15/2023,148.68
8/16/2023,148.1
8/17/2023,147.14
8/18/2023,147.24
8/21/2023,147.7
8/22/2023,147.94
8/23/2023,149.47
8/24/2023,149.46
8/25/2023,149.02
8/28/2023,149.56
8/29/2023,150.91
8/30/2023,151.43
8/31/2023,150.93
9/1/2023,150.95
9/5/2023,149.97
9/6/2023,149.37
9/7/2023,149.26
9/8/2023,149.29
9/11/2023,149.58
9/12/2023,148.72
9/13/2023,148.55
9/14/2023,148.63
9/15/2023,149.7
9/18/2023,150.22
9/19/2023,150.25
9/20/2023,151.2
9/21/2023,149.25
9/22/2023,149.7
9/25/2023,149.01
9/26/2023,147.76
9/27/2023,145.63
9/28/2023,144.6
9/29/2023,143.63
10/2/2023,142.23
10/3/2023,141.73
10/4/2023,141.16
10/5/2023,140.91
10/6/2023,142.04
10/9/2023,143.36
10/10/2023,144.2
10/11/2023,145.17
10/12/2023,144.91
10/13/2023,149.21
10/16/2023,148.78
10/17/2023,148.96
10/18/2023,151.39
10/19/2023,152.29
10/20/2023,153.31
10/23/2023,152.8
10/24/2023,152.64
10/25/2023,153.3
10/26/2023,153.49
10/27/2023,153.58
10/30/2023,154.14
10/31/2023,153.31
11/1/2023,152.73
11/2/2023,153.14
11/3/2023,153.41
11/6/2023,152.71
11/7/2023,151.82
11/8/2023,150.89
11/9/2023,152.01
11/10/2023,149.96
11/13/2023,151.17
11/14/2023,152.25
11/15/2023,152.16
11/16/2023,153.81
11/17/2023,153.59
11/20/2023,153.25
11/21/2023,154.88
11/22/2023,154.32
11/24/2023,155.06
11/27/2023,155.79
11/28/2023,157.74
11/29/2023,158.12
11/30/2023,157.41
12/1/2023,159.72
12/4/2023,156.2
12/5/2023,155.67
12/6/2023,156.52
12/7/2023,156.44
12/8/2023,154.17
12/11/2023,152.64
12/12/2023,152.52
12/13/2023,152.8
12/14/2023,156
12/15/2023,155.4
12/18/2023,155.73
12/19/2023,156.62
12/20/2023,156.25
12/21/2023,156.47
12/22/2023,157.76
12/26/2023,157.82
12/27/2023,159.53
12/28/2023,158.88
12/29/2023,158.03
1/2/2024,158.16
1/3/2024,155.93
1/4/2024,156.47
1/5/2024,156.46
1/8/2024,155.46
1/9/2024,155.66
1/10/2024,155.46
1/11/2024,155
1/12/2024,157.37
1/16/2024,155.83
1/17/2024,154.2
1/18/2024,155.28
1/19/2024,155.87
1/22/2024,155.36
1/23/2024,155.64
1/24/2024,154.92
1/25/2024,155
1/26/2024,155
1/29/2024,155.62
1/30/2024,156.14
1/31/2024,157.21
2/1/2024,157.5
2/2/2024,156.42
2/5/2024,155.7
2/6/2024,156.29
2/7/2024,156.31
2/8/2024,156.07
2/9/2024,155.44
2/12/2024,155.06
2/13/2024,153.33
2/14/2024,153.13
2/15/2024,153.89
2/16/2024,154.6
2/20/2024,155.71
2/21/2024,155.35
2/22/2024,155.12
2/23/2024,156.5
2/26/2024,155.8
2/27/2024,156.21
2/28/2024,156.12
2/29/2024,156.99
3/1/2024,160.02
3/4/2024,162.38
3/5/2024,163.55
3/6/2024,164.73
3/7/2024,165.48
3/8/2024,167.24
3/11/2024,167.78
3/12/2024,166.47
3/13/2024,167.85
3/14/2024,166.93
3/15/2024,166.57
3/18/2024,166.87
3/19/2024,166.54
3/20/2024,166.58
3/21/2024,168.35
3/22/2024,166.49
3/25/2024,167.73
3/26/2024,167.86
3/27/2024,168.84
3/28/2024,170.85
4/1/2024,172.43
4/2/2024,174.35
4/3/2024,176.83
4/4/2024,176.39
4/5/2024,179.19
4/8/2024,179.67
4/9/2024,180.57
4/10/2024,179.82
4/11/2024,181.61
4/12/2024,181.8
4/15/2024,182.51
4/16/2024,184.33
4/17/2024,182.92
4/18/2024,183.61
4/19/2024,184.78
4/22/2024,179.73
4/23/2024,179.35
4/24/2024,179.14
4/25/2024,179.47
4/26/2024,179.89
4/29/2024,180.69
4/30/2024,176.65
5/1/2024,177.25
5/2/2024,177.15
5/3/2024,176.99
5/6/2024,178.71
5/7/2024,178.46
5/8/2024,178.63
5/9/2024,180.18
5/10/2024,183.13
5/13/2024,181.07
5/14/2024,182.29
5/15/2024,184.84
5/16/2024,184.24
5/17/2024,186.64
5/20/2024,188.31
5/21/2024,187.35
5/22/2024,184.94
5/23/2024,180.83
5/24/2024,180.59
5/28/2024,182.31
5/29/2024,181.19
5/30/2024,181.35
5/31/2024,179.85
6/3/2024,181.5
6/4/2024,179.84
6/5/2024,181.88
6/6/2024,183.05
6/7/2024,178.21
6/10/2024,178.31
6/11/2024,178.28
6/12/2024,180.29
6/13/2024,177.5
6/14/2024,179.76
6/17/2024,178.4
6/18/2024,179.69
6/20/2024,181.35
6/21/2024,178.52
6/24/2024,179.52
6/25/2024,178.54
6/26/2024,177.25
6/27/2024,178.96
6/28/2024,179.21
7/1/2024,179.2
7/2/2024,178.78
7/3/2024,181.49
7/5/2024,183.58
7/8/2024,181.66
7/9/2024,182.48
7/10/2024,183.87
7/11/2024,187.42
7/12/2024,187.83
7/15/2024,188.42
7/16/2024,191.34
7/17/2024,190.86
7/18/2024,190.62
7/19/2024,186.33
7/22/2024,185.85
7/23/2024,186.8
7/24/2024,187.4
7/25/2024,182.59
7/26/2024,184.65
7/29/2024,184.49
7/30/2024,186.47
7/31/2024,188.1
8/1/2024,188.54
8/2/2024,187.09
8/5/2024,184.79
8/6/2024,183.98
8/7/2024,184.09
8/8/2024,186.43
8/9/2024,187.22
8/12/2024,189.66
8/13/2024,189.84
8/14/2024,187.74
8/15/2024,188.83
8/16/2024,192.27
8/19/2024,192.54
8/20/2024,193.18
8/21/2024,192.88
8/22/2024,190.63
8/23/2024,192.76
8/26/2024,193.41
8/27/2024,193.22
8/28/2024,192.13
8/29/2024,193.8
8/30/2024,191.4
9/3/2024,191.03
9/4/2024,191.13
9/5/2024,192.32
9/6/2024,190.81
9/9/2024,191.3
9/10/2024,192.05
9/11/2024,192.03
9/12/2024,194.91
9/13/2024,197.02
9/16/2024,196.76
9/17/2024,195.62
9/18/2024,196.12
9/19/2024,197.26
9/20/2024,199.68
9/23/2024,200.13
9/24/2024,201.93
9/25/2024,202.51
9/26/2024,203.37
9/27/2024,201.31
9/30/2024,200.81
10/1/2024,203.2
10/2/2024,201.76
10/3/2024,202.47
10/4/2024,202.13
10/7/2024,202.14
10/8/2024,199.8
10/9/2024,199.18
10/10/2024,200.24
10/11/2024,202.89
10/14/2024,202.17
10/15/2024,203.1
10/16/2024,204.06
10/17/2024,205.26
10/18/2024,207.01
10/21/2024,207.8
10/22/2024,209.37
10/23/2024,207.17
10/24/2024,208.56
10/25/2024,208.97
10/28/2024,209.22
10/29/2024,211.01
10/30/2024,212.51
10/31/2024,208.8
11/1/2024,208.72
11/4/2024,208.57
11/5/2024,209.06
11/6/2024,203.6
11/7/2024,206.06
11/8/2024,205.53
11/11/2024,200.07
11/12/2024,199.5
11/13/2024,198.17
11/14/2024,197.12
11/15/2024,196.92
11/18/2024,200.32
11/19/2024,201.49
11/20/2024,203.15
11/21/2024,204.94
11/22/2024,207.91
11/25/2024,200.8
11/26/2024,201.06
11/27/2024,202.34
11/29/2024,203.51
12/2/2024,201.91
12/3/2024,202.56
12/4/2024,203.08
12/5/2024,200.98
12/6/2024,201.78
12/9/2024,204.01
12/10/2024,206.37
12/11/2024,208.95
12/12/2024,205.8
12/13/2024,203.43
12/16/2024,203.02
12/17/2024,202.5
12/18/2024,202.07
12/19/2024,199.02
12/20/2024,201.64
12/23/2024,200.51
12/24/2024,201.23
12/26/2024,202.75
12/27/2024,201.33
12/30/2024,200.65
12/31/2024,202.77
1/2/2025,204.42
1/3/2025,203.03
1/6/2025,202.39
1/7/2025,203.77
1/8/2025,204.71
1/9/2025,206.3
1/10/2025,208.41
1/13/2025,205.82
1/14/2025,206.6
1/15/2025,209.2
1/16/2025,211.76
1/17/2025,211.64
1/21/2025,212.51
1/22/2025,213.42
1/23/2025,213.02
1/24/2025,214.17
1/27/2025,211.3
1/28/2025,213.76
1/29/2025,213.31
1/30/2025,217.04
1/31/2025,216.18
2/3/2025,217.58
2/4/2025,219.09
2/5/2025,220.43
2/6/2025,219.5
2/7/2025,220.63
2/10/2025,224.22
2/11/2025,224.33
2/12/2025,224.09
2/13/2025,225.15
2/14/2025,221.68
2/18/2025,225.2
2/19/2025,223.96
2/20/2025,225.45
2/21/2025,225.18
2/24/2025,226.05
2/25/2025,222.78
2/26/2025,223.68
2/27/2025,221.14
2/28/2025,217.58
3/3/2025,221.52
3/4/2025,222.91
3/5/2025,223.27
3/6/2025,223.32
3/7/2025,222.64
3/10/2025,221.74
3/11/2025,223.69
3/12/2025,225.81
3/13/2025,229.43
3/14/2025,230.11
3/17/2025,230.48
3/18/2025,233.24
3/19/2025,233.3
3/20/2025,233.4
3/21/2025,231.45
3/24/2025,231.05
3/25/2025,231.86
3/26/2025,231.6
3/27/2025,234.45
3/28/2025,236.19
3/31/2025,238.9
4/1/2025,238.57
4/2/2025,240.18
4/3/2025,236.83
4/4/2025,230.17
4/7/2025,225.65
4/8/2025,227.06
4/9/2025,234.08
4/10/2025,241.4
4/11/2025,246.8
4/14/2025,245.27
4/15/2025,246.34
4/16/2025,254.37
4/17/2025,253.02
4/21/2025,260.22
4/22/2025,259.87
4/23/2025,250.61
4/24/2025,254.72
4/25/2025,250.96
4/28/2025,254.58
4/29/2025,253.51
4/30/2025,252.27
5/1/2025,245.08
5/2/2025,246.69
5/5/2025,252.67
5/6/2025,260.19
5/7/2025,258.36
5/8/2025,252.31
5/9/2025,255.41
5/12/2025,247.28
5/13/2025,249.19
5/14/2025,244.66
5/15/2025,247.34
5/16/2025,244.36
5/19/2025,247.9
5/20/2025,251.55
5/21/2025,253.87
5/22/2025,252.56
5/23/2025,257.89
5/27/2025,253.23
5/28/2025,252.69
5/29/2025,254
5/30/2025,251.89
6/2/2025,258.04
6/3/2025,256.75
6/4/2025,258.3
6/5/2025,256.45
6/6/2025,254.4
6/9/2025,254.98
6/10/2025,254.15
6/11/2025,254.09
6/12/2025,258.28
6/13/2025,262.08
6/16/2025,259.48
6/17/2025,258.84
6/18/2025,258.83
6/20/2025,257.21
6/23/2025,257.84
6/24/2025,253.38
6/25/2025,254.07
6/26/2025,254.39
6/27/2025,249.88
6/30/2025,251.33
7/1/2025,254.45
7/2/2025,255.27
7/3/2025,254.11
7/7/2025,254.11
7/8/2025,252.97
7/9/2025,253.79
7/10/2025,254.83
7/11/2025,258.15
7/14/2025,258.6
7/15/2025,256.96
7/16/2025,258.49
7/17/2025,257.53
7/18/2025,258.47
7/21/2025,262.2
7/22/2025,265.15
7/23/2025,261.53
7/24/2025,259.84
7/25/2025,256.79
7/28/2025,254.99
7/29/2025,256.04
7/30/2025,253.95
7/31/2025,253.73
8/1/2025,257.15
8/4/2025,259.03
8/5/2025,259.69
8/6/2025,259.53
8/7/2025,260.61
8/8/2025,263.09
8/11/2025,257.94
8/12/2025,257.39
8/13/2025,258.06
8/14/2025,256.14
8/15/2025,255.99
8/18/2025,255.57
8/19/2025,254.14
8/20/2025,256.41
8/21/2025,255.94
8/22/2025,258.6
8/25/2025,258.55
8/26/2025,259.81
8/27/2025,261.2
8/28/2025,262.95
8/29/2025,266.09
9/2/2025,271.73
9/3/2025,274.93
9/4/2025,272.82
9/5/2025,276.17
9/8/2025,277.75
9/9/2025,278.09
9/10/2025,278.09
9/11/2025,277.45
9/12/2025,278.41
9/15/2025,280.84
9/16/2025,281.32
9/17/2025,280.81
9/18/2025,277.82
9/19/2025,279.88
9/22/2025,285.02
9/23/2025,288.08
9/24/2025,284.71
9/25/2025,285.26
9/26/2025,288.03
9/29/2025,291.72
9/30/2025,292.99
10/1/2025,295.01
10/2/2025,292.76
10/3/2025,295.76
10/6/2025,301.06
10/7/2025,303.46
10/8/2025,308.64
10/9/2025,301.27
10/10/2025,303.17
10/13/2025,313.07
10/14/2025,315.3
10/15/2025,318.2
10/16/2025,325.82
10/17/2025,318.85
10/20/2025,329.92
10/21/2025,311.05
10/22/2025,308
10/23/2025,314.05
10/24/2025,313.49
10/27/2025,304.56
10/28/2025,301.76
10/29/2025,303.4
10/30/2025,304.81
10/31/2025,303.22
11/3/2025,304.76
11/4/2025,300.7
11/5/2025,303.25
11/6/2025,303.01
11/7/2025,304.61
11/10/2025,313.37
11/11/2025,313.3
11/12/2025,320.77
11/13/2025,319.9
11/14/2025,312.35
11/17/2025,311.02
11/18/2025,310.2
11/19/2025,311.49
11/20/2025,309.68
11/21/2025,310.67
11/24/2025,311.79
11/25/2025,315.4
11/26/2025,317.31
11/28/2025,321.25
,
,
,
,
